Custkey,DateKey,Discount Amount,Invoice Number,Item,List Price,Sales Amount,Sales Amount Based on List Price,Sales Cost Amount,Sales Margin Amount,Sales Price,Sales Quantity,U/M,Grade
10017072,2017-12-23,171.3,129861,Moms Sliced Ham,101.0,232.7,404.0,117.43,115.27,58.175,4,SE,silver
10017072,2017-12-23,815.52,129861,High Top Dried Mushrooms,192.34,1107.88,1923.4,333.88,774.0,110.788,10,SE,silver
10017072,2017-12-23,1153.96,129861,Nationeel Salted Pretzels,181.44,1567.64,2721.6,447.96,1119.68,104.5093333,15,SE,silver
10017072,2017-11-11,172.96,118250,High Top Cauliflower,50.99,234.96,407.92,61.62,173.34,29.37,8,EA,silver
10017072,2017-11-11,307.72,118250,Nationeel Avocado Dip,181.44,418.04,725.76,125.36,292.68,104.51,4,SE,silver
10017072,2017-11-11,471.06,118250,Moms Sliced Ham,101.0,639.94,1111.0,322.92,317.02,58.17636364,11,SE,silver
10017072,2017-11-11,1304.84,118250,High Top Dried Mushrooms,192.34,1772.6,3077.44,534.2,1238.4,110.7875,16,SE,silver
10017072,2017-11-11,3461.88,118250,Nationeel Salted Pretzels,181.44,4702.92,8164.8,1343.88,3359.04,104.5093333,45,SE,silver
10017072,2017-10-27,407.76,116877,High Top Dried Mushrooms,192.34,553.94,961.7,166.94,387.0,110.788,5,SE,silver
10017072,2017-10-21,171.3,116350,Moms Sliced Ham,101.0,232.7,404.0,117.43,115.27,58.175,4,SE,silver
10017072,2017-10-21,815.52,116350,High Top Dried Mushrooms,192.34,1107.88,1923.4,333.88,774.0,110.788,10,SE,silver
10017072,2017-10-21,1153.96,116350,Nationeel Salted Pretzels,181.44,1567.64,2721.6,447.96,1119.68,104.5093333,15,SE,silver
10017072,2017-09-08,163.1,112450,High Top Dried Mushrooms,192.34,221.58,384.68,66.78,154.8,110.79,2,SE,silver
10017072,2017-08-12,153.86,110210,Nationeel Avocado Dip,181.44,209.02,362.88,62.68,146.34,104.51,2,SE,silver
10017072,2017-08-12,815.52,110210,High Top Dried Mushrooms,192.34,1107.88,1923.4,333.88,774.0,110.788,10,SE,silver
10017072,2017-05-13,0.0,102026,High Top Dried Mushrooms,110.79,1107.9,1107.9,331.41,776.49,110.79,10,EA,silver
10017072,2017-05-13,0.0,102026,Nationeel Salted Pretzels,104.51,5748.05,5748.05,1632.49,4115.56,104.51,55,EA,silver
10017072,2017-05-13,0.0,102026,High Top Cauliflower,29.37,205.59,205.59,53.75,151.84,29.37,7,EA,silver
10017072,2017-05-12,162.2,101912,High Top Tomatos,76.52,220.4,382.6,76.49,143.91,44.08,5,EA,silver
10017072,2017-05-08,325.53,101651,Red Spade Low Fat Bologna,767.75,442.22,767.75,280.75,161.47,442.22,1,EA,silver
10017072,2017-05-05,189.15,101202,Ebony Macintosh Apples,223.06,256.97,446.12,73.65,183.32,128.485,2,SE,silver
10017072,2017-03-10,163.1,124783,High Top Dried Mushrooms,192.34,221.58,384.68,66.78,154.8,110.79,2,SE,silver
10017072,2017-02-12,153.86,122587,Nationeel Avocado Dip,181.44,209.02,362.88,62.68,146.34,104.51,2,SE,silver
10017072,2017-02-12,815.52,122587,High Top Dried Mushrooms,192.34,1107.88,1923.4,333.88,774.0,110.788,10,SE,silver
10008593,2018-03-14,266.99,225818,Better Noodle Soup,51.88,251.81,518.8,123.79,128.02,25.181,10,EA,gold
10008593,2018-03-14,306.71,225818,Cutting Edge Potato Salad,298.0,289.29,596.0,191.85,97.44,144.645,2,EA,gold
10008593,2018-03-14,460.07,225818,Gorilla Low Fat String Cheese,298.0,433.93,894.0,286.24,147.69,144.6433333,3,EA,gold
10008593,2018-03-14,519.822,225818,Super Creamy Peanut Butter,50.5051,490.28,1010.102,304.86,185.42,24.514,20,EA,gold
10008593,2018-03-14,920.14,225818,Gorilla String Cheese,298.0,867.86,1788.0,570.87,296.99,144.6433333,6,EA,gold
10008593,2018-03-14,1226.86,225818,Tell Tale Limes,298.0,1157.14,2384.0,762.77,394.37,144.6425,8,EA,gold
10008593,2018-02-28,286.0,224638,Big Time Apple Cinnamon Waffles,37.05,269.75,555.75,87.23,182.52,17.98333333,15,EA,gold
10008593,2018-02-28,306.71,224638,Tell Tale Limes,298.0,289.29,596.0,190.69,98.6,144.645,2,EA,gold
10008593,2018-02-28,306.71,224638,Gorilla Low Fat String Cheese,298.0,289.29,596.0,190.83,98.46,144.645,2,EA,gold
10008593,2018-02-28,460.07,224638,Gorilla String Cheese,298.0,433.93,894.0,285.44,148.49,144.6433333,3,EA,gold
10008593,2018-02-20,236.9,223942,Fast Dried Apples,21.98,202.7,439.6,99.44,103.26,10.135,20,EA,gold
10008593,2018-02-20,274.451,223942,Super Creamy Peanut Butter,50.5051,230.6,505.051,152.43,78.17,23.06,10,EA,gold
10008593,2018-02-20,281.53,223942,Better Noodle Soup,51.88,237.27,518.8,123.79,113.48,23.727,10,EA,gold
10008593,2018-02-20,299.49,223942,Big Time Apple Cinnamon Waffles,37.05,256.26,555.75,87.23,169.03,17.084,15,EA,gold
10008593,2018-02-20,18379.23,223942,Cutting Edge Foot-Long Hot Dogs,548.66,14540.37,32919.6,6937.72,7602.65,242.3395,60,EA,gold
10008593,2018-02-20,27604.71,223942,Big Time Frozen Cheese Pizza,412.03,21838.89,49443.6,10108.08,11730.81,181.99075,120,EA,gold
10008593,2018-02-20,13322.37,223974,Big Time Frozen Cheese Pizza,412.03,11399.43,24721.8,5054.04,6345.39,189.9905,60,EA,gold
10008593,2018-02-18,460.07,223721,Gorilla Low Fat String Cheese,298.0,433.93,894.0,286.24,147.69,144.6433333,3,EA,gold
10008593,2018-02-18,766.79,223721,Tell Tale Limes,298.0,723.21,1490.0,476.73,246.48,144.642,5,EA,gold
10008593,2018-02-18,766.79,223721,Gorilla String Cheese,298.0,723.21,1490.0,475.73,247.48,144.642,5,EA,gold
10008593,2018-02-14,213.57,223467,Landslide French Roast Coffee,207.5,201.43,415.0,88.14,113.29,100.715,2,EA,gold
10008593,2018-02-14,286.0,223467,Big Time Apple Cinnamon Waffles,37.05,269.75,555.75,87.23,182.52,17.98333333,15,EA,gold
10008593,2018-02-14,306.71,223467,Gorilla String Cheese,298.0,289.29,596.0,190.29,99.0,144.645,2,EA,gold
10008593,2018-02-06,404.5765,222788,Super Creamy Peanut Butter,50.5051,353.0,757.5765,228.64,124.36,23.53333333,15,EA,gold
10008593,2018-02-06,8790.15,222788,Cutting Edge Foot-Long Hot Dogs,548.66,7669.65,16459.8,3468.86,4200.79,255.655,30,EA,gold
10008593,2018-02-06,26404.76,222788,Big Time Frozen Cheese Pizza,412.03,23038.84,49443.6,10108.08,12930.76,191.9903333,120,EA,gold
10008593,2018-01-24,266.99,221651,High Top Walnuts,51.88,251.81,518.8,104.93,146.88,25.181,10,EA,gold
10008593,2018-01-24,460.07,221651,Gorilla Low Fat String Cheese,298.0,433.93,894.0,286.24,147.69,144.6433333,3,EA,gold
10008593,2018-01-24,920.14,221651,Gorilla String Cheese,298.0,867.86,1788.0,570.87,296.99,144.6433333,6,EA,gold
10008593,2018-01-21,213.59,221188,Tell Tale Walnuts,51.88,201.45,415.04,112.92,88.53,25.18125,8,EA,gold
10008593,2018-01-09,277.06,220255,Better Noodle Soup,51.88,241.74,518.8,123.79,117.95,24.174,10,EA,gold
10008593,2018-01-09,277.06,220255,High Top Walnuts,51.88,241.74,518.8,104.93,136.81,24.174,10,EA,gold
10008593,2018-01-09,404.5765,220255,Super Creamy Peanut Butter,50.5051,353.0,757.5765,228.64,124.36,23.53333333,15,EA,gold
10008593,2018-01-09,8790.15,220255,Cutting Edge Foot-Long Hot Dogs,548.66,7669.65,16459.8,3644.36,4025.29,255.655,30,EA,gold
10008593,2018-01-09,13202.38,220255,Big Time Frozen Cheese Pizza,412.03,11519.42,24721.8,5054.04,6465.38,191.9903333,60,EA,gold
10008593,2017-11-14,157.54,118635,American Potato Salad,196.93,236.32,393.86,98.85,137.47,118.16,2,EA,gold
10008593,2017-11-14,160.18,118635,Better Fancy Canned Clams,200.22,240.26,400.44,81.8,158.46,120.13,2,EA,gold
10008593,2017-11-14,167.31,118635,Excellent Mango Drink,418.28,250.97,418.28,81.69,169.28,250.97,1,EA,gold
10008593,2017-06-09,235.25,104564,Blue Medal Large Eggs,98.02,352.87,588.12,121.01,231.86,58.81166667,6,EA,gold
10008593,2017-06-09,300.61,104564,Golden Frozen Pancakes,107.36,450.91,751.52,145.22,305.69,64.41571429,7,EA,gold
10022978,2018-03-14,582.11,225830,Better Fancy Canned Sardines,1431.23,849.12,1431.23,449.69,399.43,849.12,1,EA,silver
10022978,2018-02-21,168.75,224132,Colony English Muffins,414.91,246.16,414.91,75.98,170.18,246.16,1,EA,silver
10022978,2018-01-29,1112.87,222033,Discover Manicotti,1275.1,1437.33,2550.2,690.4,746.93,718.665,2,EA,silver
10022978,2018-01-23,138.44,221449,Ebony Cantelope,113.46,201.94,340.38,122.57,79.37,67.31333333,3,SE,silver
10022978,2018-01-23,178.83,221449,Bravo Canned Yams,439.7,260.87,439.7,134.67,126.2,260.87,1,EA,silver
10022978,2018-01-23,221.38,221449,Nationeel Salted Pretzels,181.44,322.94,544.32,89.59,233.35,107.6466667,3,SE,silver
10022978,2018-01-23,312.92,221449,High Top Dried Mushrooms,192.34,456.44,769.36,133.55,322.89,114.11,4,SE,silver
10022978,2018-01-23,382.14,221449,Bravo Large Canned Shrimp,939.57,557.43,939.57,273.05,284.38,557.43,1,EA,silver
10022978,2018-01-23,410.79,221449,Moms Sliced Ham,101.0,599.21,1010.0,293.57,305.64,59.921,10,SE,silver
10022978,2018-01-23,441.13,221449,Imagine Popsicles,1084.61,643.48,1084.61,302.65,340.83,643.48,1,EA,silver
10022978,2018-01-23,461.53,221449,Red Spade Low Fat Cole Slaw,1134.77,673.24,1134.77,326.87,346.37,673.24,1,EA,silver
10022978,2018-01-23,582.11,221449,Better Fancy Canned Sardines,1431.23,849.12,1431.23,449.69,399.43,849.12,1,EA,silver
10022978,2018-01-23,624.52,221449,Red Spade Low Fat Bologna,767.75,910.98,1535.5,576.32,334.66,455.49,2,EA,silver
10022978,2018-01-23,664.61,221449,Colony Blueberry Muffins,408.52,969.47,1634.08,460.56,508.91,242.3675,4,SE,silver
10022978,2018-01-23,786.14,221449,Ebony Prepared Salad,966.44,1146.74,1932.88,556.76,589.98,573.37,2,EA,silver
10022978,2018-01-23,861.1702,221449,Ebony Squash,1058.6801,1256.19,2117.3602,619.29,636.9,628.095,2,EA,silver
10022978,2018-01-16,257.9,220892,Blue Label Canned Beets,634.11,376.21,634.11,272.06,104.15,376.21,1,EA,silver
10022978,2018-01-15,178.83,220799,Bravo Canned Yams,439.7,260.87,439.7,134.67,126.2,260.87,1,EA,silver
10027119,2018-03-13,10376.02,225645,Red Spade Low Fat Bologna,767.75,12656.48,23032.5,8461.58,4194.9,421.8826667,30,EA,gold
10027119,2018-03-12,495.53,225534,Fast Low Fat Cookies,219.99,604.42,1099.95,174.09,430.33,120.884,5,EA,gold
10027119,2018-03-12,2634.56,225534,Best Choice Corn Chips,974.69,3213.58,5848.14,2121.09,1092.49,535.5966667,6,EA,gold
10027119,2018-03-10,253.6,225269,Washington Diet Soda,585.0,331.4,585.0,208.62,122.78,331.4,1,EA,gold
10027119,2018-03-10,283.74,225269,Washington Cream Soda,218.18,370.8,654.54,180.94,189.86,123.6,3,EA,gold
10027119,2018-03-06,66087.2304,225014,Carlson Head Cheese,1018.7441,80611.92,146699.1504,43607.06,37004.86,559.805,144,EA,gold
10027119,2018-03-06,1045.78,225016,Red Spade Turkey Hot Dogs,1160.7,1275.62,2321.4,638.1,637.52,637.81,2,EA,gold
10027119,2018-02-04,1565.64,222513,Super Low Fat Apple Butter,434.42,1909.72,3475.36,1193.16,716.56,238.715,8,SE,gold
10027119,2018-01-28,4608.59,221875,Moms Beef Bologna,176.38,5621.45,10230.04,2458.31,3163.14,96.92155172,58,EA,gold
10027119,2018-01-28,44058.1536,221875,Carlson Head Cheese,1018.7441,53741.28,97799.4336,29071.37,24669.91,559.805,96,EA,gold
10027119,2018-01-21,340.83,221246,Moms Beef Bologna,39.82,415.75,756.58,185.14,230.61,21.88157895,19,EA,gold
10027119,2018-01-10,560.92,220357,Ebony Corn on the Cob,51.88,684.2,1245.12,276.64,407.56,28.50833333,24,EA,gold
10027119,2018-01-10,22029.0768,220357,Carlson Head Cheese,1018.7441,26870.64,48899.7168,14535.69,12334.95,559.805,48,EA,gold
10027119,2018-01-07,779.99,220023,Fabulous Orange Juice,1731.4,951.41,1731.4,500.85,450.56,951.41,1,EA,gold
10027119,2018-01-07,2006.07,220023,Monarch Ravioli,556.63,2446.97,4453.04,1330.37,1116.6,305.87125,8,EA,gold
10027119,2017-12-25,737.09,130132,Red Spade Foot-Long Hot Dogs,1627.84,890.75,1627.84,475.75,415.0,890.75,1,EA,gold
10027119,2017-12-25,7343.0256,219214,Carlson Head Cheese,1018.7441,8956.88,16299.9056,4845.23,4111.65,559.805,16,EA,gold
10027119,2017-12-23,562.67,129893,Even Better Chocolate Milk,1327.05,764.38,1327.05,470.77,293.61,764.38,1,EA,gold
10027119,2017-12-12,574.96,129030,Moms Sliced Turkey,824.96,250.0,824.96,254.87,-4.87,250.0,1,EA,gold
10027119,2017-12-09,490.59,128638,Best Choice Chocolate Chip Cookies,981.19,490.6,981.19,329.23,161.37,490.6,1,EA,gold
10027119,2017-11-28,819.54,127785,Ebony Prepared Salad,966.44,1113.34,1932.88,544.55,568.79,556.67,2,EA,gold
10027119,2017-11-27,95.71,127689,Best Oatmeal,478.56,382.85,478.56,95.87,286.98,382.85,1,EA,gold
10027119,2017-11-21,0.0,127134,Fast Corn Chips,375.0,375.0,375.0,147.58,227.42,375.0,1,EA,gold
10027119,2017-11-18,0.0,126718,Blue Medal Small Brown Eggs,223.98,223.98,223.98,42.89,181.09,223.98,1,EA,gold
10027119,2017-11-17,448.8801,118786,Ebony Squash,1058.6801,609.8,1058.6801,303.54,306.26,609.8,1,EA,gold
10027119,2017-10-23,737.09,116623,Red Spade Foot-Long Hot Dogs,1627.84,890.75,1627.84,475.75,415.0,890.75,1,EA,gold
10027119,2017-10-21,562.67,116382,Even Better Chocolate Milk,1327.05,764.38,1327.05,470.77,293.61,764.38,1,EA,gold
10027119,2017-10-10,574.96,115498,Moms Sliced Turkey,824.96,250.0,824.96,254.87,-4.87,250.0,1,EA,gold
10027119,2017-10-07,490.59,115098,Best Choice Chocolate Chip Cookies,981.19,490.6,981.19,329.23,161.37,490.6,1,EA,gold
10027119,2017-09-26,819.54,114230,Ebony Prepared Salad,966.44,1113.34,1932.88,544.55,568.79,556.67,2,EA,gold
10027119,2017-09-25,95.71,114132,Best Oatmeal,478.56,382.85,478.56,95.87,286.98,382.85,1,EA,gold
10027119,2017-09-19,0.0,113571,Fast Corn Chips,375.0,375.0,375.0,147.58,227.42,375.0,1,EA,gold
10027119,2017-09-16,0.0,113150,Blue Medal Small Brown Eggs,223.98,223.98,223.98,42.89,181.09,223.98,1,EA,gold
10027119,2017-09-15,160.39,113032,Gorilla Blueberry Yogurt,378.29,217.9,378.29,77.66,140.24,217.9,1,EA,gold
10027119,2017-09-15,244.84,113032,Gorilla 1% Milk,577.46,332.62,577.46,209.47,123.15,332.62,1,EA,gold
10027119,2017-09-15,690.2,113032,Red Spade Foot-Long Hot Dogs,1627.84,937.64,1627.84,475.75,461.89,937.64,1,EA,gold
10027119,2017-09-04,0.0,112168,Best Oatmeal,478.56,478.56,478.56,95.87,382.69,478.56,1,EA,gold
10027119,2017-08-27,409.77,111567,Ebony Prepared Salad,966.44,556.67,966.44,278.38,278.29,556.67,1,EA,gold
10027119,2017-08-14,153.14,110459,Best Oatmeal,478.56,325.42,478.56,95.87,229.55,325.42,1,EA,gold
10027119,2017-08-13,215.75,110381,Even Better Large Curd Cottage Cheese,1078.77,863.02,1078.77,453.06,409.96,863.02,1,EA,gold
10027119,2017-08-07,890.76,109810,Even Better Strawberry Yogurt,1490.76,600.0,1490.76,546.44,53.56,600.0,1,EA,gold
10027119,2017-08-01,0.0,109294,Just Right Large Canned Shrimp,369.99,369.99,369.99,74.56,295.43,369.99,1,EA,gold
10027119,2017-07-31,854.93,109031,Fabulous Strawberry Drink,1221.33,1587.73,2442.66,632.64,955.09,793.865,2,EA,gold
10027119,2017-07-23,214.58,108423,Tell Tale Canned Peanuts,158.95,262.27,476.85,98.91,163.36,87.42333333,3,EA,gold
10027119,2017-07-23,1189.53,108423,Even Better 2% Milk,1321.7,1453.87,2643.4,1089.46,364.41,726.935,2,EA,gold
10027119,2017-07-22,694.15,108310,Imagine Popsicles,1084.61,390.46,1084.61,302.65,87.81,390.46,1,EA,gold
10027119,2017-07-18,248.43,108037,Cutting Edge Foot-Long Hot Dogs,548.66,300.23,548.66,121.48,178.75,300.23,1,EA,gold
10027119,2017-07-18,539.74,108037,Gorilla Low Fat String Cheese,298.0,652.26,1192.0,441.79,210.47,163.065,4,EA,gold
10027119,2017-07-09,430.57,107167,Thresher Spicy Mints,507.75,584.93,1015.5,325.78,259.15,292.465,2,EA,gold
10027119,2017-07-07,606.84,106948,Better Fancy Canned Sardines,1431.23,824.39,1431.23,449.69,374.7,824.39,1,EA,gold
10027119,2017-06-27,430.57,106355,Thresher Spicy Mints,507.75,584.93,1015.5,328.2,256.73,292.465,2,EA,gold
10027119,2017-06-05,0.0,104287,Tell Tale Corn on the Cob,378.78,378.78,378.78,68.88,309.9,378.78,1,EA,gold
10027119,2017-05-30,292.78,103770,Golden Waffles,731.95,439.17,731.95,261.25,177.92,439.17,1,EA,gold
10027119,2017-05-27,296.64,103244,Token Apple Drink,349.81,402.98,699.62,183.35,219.63,201.49,2,EA,gold
10027119,2017-05-27,366.67,103244,Ebony Fresh Lima Beans,144.13,498.11,864.78,335.7,162.41,83.01833333,6,EA,gold
10027119,2017-05-23,492.14,103184,Red Spade Turkey Hot Dogs,1160.7,668.56,1160.7,313.45,355.11,668.56,1,EA,gold
10027119,2017-05-15,347.92,102386,Ebony Prepared Salad,966.44,618.52,966.44,271.36,347.16,618.52,1,EA,gold
10027119,2017-05-14,147.23,102180,Tell Tale Mandarin Oranges,347.24,200.01,347.24,145.4,54.61,200.01,1,EA,gold
10027119,2017-05-14,393.54,102263,Carlson Chocolate Milk,928.15,534.61,928.15,558.84,-24.23,534.61,1,EA,gold
10027119,2017-05-13,59.6,102076,Gorilla String Cheese,298.0,238.4,298.0,107.75,130.65,238.4,1,EA,gold
10027119,2017-05-05,644.2499,101242,Golden Frozen Chicken Thighs,1150.4399,506.19,1150.4399,313.12,193.07,506.19,1,EA,gold
10027119,2017-05-05,644.2499,101244,Golden Frozen Chicken Thighs,1150.4399,506.19,1150.4399,313.12,193.07,506.19,1,EA,gold
10027119,2017-05-02,241.41,101120,Cutting Edge Foot-Long Hot Dogs,548.66,307.25,548.66,122.21,185.04,307.25,1,EA,gold
10027119,2017-05-01,0.0,100927,Red Spade Foot-Long Hot Dogs,1042.38,1042.38,1042.38,472.23,570.15,1042.38,1,EA,gold
10027119,2017-04-30,173.21,100823,Colony Blueberry Muffins,408.52,235.31,408.52,115.14,120.17,235.31,1,SE,gold
10027119,2017-04-23,214.58,132347,Tell Tale Canned Peanuts,158.95,262.27,476.85,98.91,163.36,87.42333333,3,EA,gold
10027119,2017-04-23,1189.53,132347,Even Better 2% Milk,1321.7,1453.87,2643.4,1089.46,364.41,726.935,2,EA,gold
10027119,2017-04-22,694.15,132235,Imagine Popsicles,1084.61,390.46,1084.61,302.65,87.81,390.46,1,EA,gold
10027119,2017-04-18,248.43,131966,Cutting Edge Foot-Long Hot Dogs,548.66,300.23,548.66,121.48,178.75,300.23,1,EA,gold
10027119,2017-04-18,539.74,131966,Gorilla Low Fat String Cheese,298.0,652.26,1192.0,441.79,210.47,163.065,4,EA,gold
10027119,2017-04-09,430.57,131111,Thresher Spicy Mints,507.75,584.93,1015.5,325.78,259.15,292.465,2,EA,gold
10027119,2017-04-07,606.84,130894,Better Fancy Canned Sardines,1431.23,824.39,1431.23,449.69,374.7,824.39,1,EA,gold
10027119,2017-03-28,819.54,126524,Ebony Prepared Salad,966.44,1113.34,1932.88,544.55,568.79,556.67,2,EA,gold
10027119,2017-03-27,95.71,126428,Best Oatmeal,478.56,382.85,478.56,95.87,286.98,382.85,1,EA,gold
10027119,2017-03-21,0.0,125873,Fast Corn Chips,375.0,375.0,375.0,147.58,227.42,375.0,1,EA,gold
10027119,2017-03-18,0.0,125457,Blue Medal Small Brown Eggs,223.98,223.98,223.98,42.89,181.09,223.98,1,EA,gold
10027119,2017-03-17,160.39,125343,Gorilla Blueberry Yogurt,378.29,217.9,378.29,77.66,140.24,217.9,1,EA,gold
10027119,2017-03-17,244.84,125343,Gorilla 1% Milk,577.46,332.62,577.46,209.47,123.15,332.62,1,EA,gold
10027119,2017-03-17,690.2,125343,Red Spade Foot-Long Hot Dogs,1627.84,937.64,1627.84,475.75,461.89,937.64,1,EA,gold
10027119,2017-03-06,0.0,124502,Best Oatmeal,478.56,478.56,478.56,95.87,382.69,478.56,1,EA,gold
10027119,2017-02-27,409.77,123909,Ebony Prepared Salad,966.44,556.67,966.44,278.38,278.29,556.67,1,EA,gold
10027119,2017-02-14,153.14,122832,Best Oatmeal,478.56,325.42,478.56,95.87,229.55,325.42,1,EA,gold
10027119,2017-02-13,215.75,122755,Even Better Large Curd Cottage Cheese,1078.77,863.02,1078.77,453.06,409.96,863.02,1,EA,gold
10027119,2017-02-07,890.76,122196,Even Better Strawberry Yogurt,1490.76,600.0,1490.76,546.44,53.56,600.0,1,EA,gold
10027119,2017-02-01,0.0,121685,Just Right Large Canned Shrimp,369.99,369.99,369.99,74.56,295.43,369.99,1,EA,gold
10027119,2017-01-31,854.93,121429,Fabulous Strawberry Drink,1221.33,1587.73,2442.66,632.64,955.09,793.865,2,EA,gold
10027119,2017-01-23,214.58,120835,Tell Tale Canned Peanuts,158.95,262.27,476.85,98.91,163.36,87.42333333,3,EA,gold
10027119,2017-01-23,1189.53,120835,Even Better 2% Milk,1321.7,1453.87,2643.4,1089.46,364.41,726.935,2,EA,gold
10027119,2017-01-22,694.15,120723,Imagine Popsicles,1084.61,390.46,1084.61,302.65,87.81,390.46,1,EA,gold
10027119,2017-01-18,248.43,120454,Cutting Edge Foot-Long Hot Dogs,548.66,300.23,548.66,121.48,178.75,300.23,1,EA,gold
10027119,2017-01-18,539.74,120454,Gorilla Low Fat String Cheese,298.0,652.26,1192.0,441.79,210.47,163.065,4,EA,gold
10027119,2017-01-10,227.55,330305,American Roasted Chicken,456.57,229.02,456.57,130.72,98.3,229.02,1,EA,gold
10027119,2017-01-10,239.18,330305,Moms Corned Beef,232.92,226.66,465.84,141.63,85.03,113.33,2,EA,gold
10027119,2017-01-10,253.72,330305,Ebony Honey Dew,247.07,240.42,494.14,170.64,69.78,120.21,2,EA,gold
10027119,2017-01-10,256.73,330305,Shady Lake Thai Rice,250.0,243.27,500.0,116.37,126.9,121.635,2,EA,gold
10027119,2017-01-10,291.57,330305,Washington Diet Soda,585.0,293.43,585.0,203.19,90.24,293.43,1,EA,gold
10027119,2017-01-10,295.24,330305,Tell Tale Garlic,575.0,279.76,575.0,249.3,30.46,279.76,1,EA,gold
10027119,2017-01-10,333.94,330305,Atomic Spicy Mints,325.19,316.44,650.38,328.19,-11.75,158.22,2,EA,gold
10027119,2017-01-10,359.22,330305,Token Apple Drink,349.81,340.4,699.62,199.97,140.43,170.2,2,EA,gold
10027119,2017-01-10,433.84,330305,Blue Label Noodle Soup,168.99,411.11,844.95,222.64,188.47,82.222,5,EA,gold
10027119,2017-01-10,566.33,330305,Gorilla Jack Cheese,1103.0,536.67,1103.0,422.28,114.39,536.67,1,EA,gold
10027119,2017-01-10,720.15,330305,American Potato Salad,467.53,682.44,1402.59,617.17,65.27,227.48,3,SE,gold
10027119,2017-01-10,788.4,330305,Red Spade Low Fat Bologna,767.75,747.1,1535.5,564.11,182.99,373.55,2,EA,gold
10027119,2017-01-10,835.81,330305,Red Spade Foot-Long Hot Dogs,1627.84,792.03,1627.84,475.75,316.28,792.03,1,EA,gold
10027119,2017-01-10,845.55,330305,Golden Waffles,329.36,801.25,1646.8,357.38,443.87,160.25,5,EA,gold
10027119,2017-01-10,960.21,330305,Washington Cream Soda,467.53,909.91,1870.12,822.89,87.02,227.4775,4,SE,gold
10027119,2017-01-10,1905.65,330305,Ebony Prepared Salad,927.8725,1805.84,3711.49,1089.1,716.74,451.46,4,EA,gold
10027119,2017-01-10,2430.05,330305,Nationeel Beef Jerky,157.76,2302.75,4732.8,1779.65,523.1,76.75833333,30,SE,gold
10027119,2017-01-10,3221.292,330305,Imagine Popsicles,1045.642,3052.56,6273.852,1779.28,1273.28,508.76,6,EA,gold
10027119,2017-01-09,430.57,119599,Thresher Spicy Mints,507.75,584.93,1015.5,325.78,259.15,292.465,2,EA,gold
10027119,2017-01-07,606.84,119382,Better Fancy Canned Sardines,1431.23,824.39,1431.23,449.69,374.7,824.39,1,EA,gold
10007183,2018-03-13,371.32,225650,Golden Apple Cinnamon Waffles,274.75,452.93,824.25,166.5,286.43,150.9766667,3,EA,gold
10007183,2018-03-10,630.89,225270,Fast Low Fat Cookies,219.99,689.05,1319.94,208.91,480.14,114.8416667,6,EA,gold
10007183,2018-03-10,3805.75,225270,Even Better Chocolate Milk,1327.05,4156.55,7962.3,2824.63,1331.92,692.7583333,6,EA,gold
10007183,2018-02-21,347.62,224065,Ebony Lemons,192.91,424.02,771.64,214.29,209.73,106.005,4,EA,gold
10007183,2018-02-21,864.95,224065,Club Havarti Cheese,1920.0,1055.05,1920.0,516.26,538.79,1055.05,1,EA,gold
10007183,2018-02-21,2547.8,224065,American Roasted Chicken,456.57,2474.47,5022.27,1437.89,1036.58,224.9518182,11,EA,gold
10007183,2018-02-21,210.62,224067,Washington Cream Soda,467.53,256.91,467.53,205.72,51.19,256.91,1,SE,gold
10007183,2018-02-21,256.95,224067,Moms Sliced Turkey,285.19,313.43,570.38,171.08,142.35,156.715,2,EA,gold
10007183,2018-02-21,347.03,224067,Great Wheat Bread,256.78,423.31,770.34,180.63,242.68,141.1033333,3,EA,gold
10007183,2018-02-21,400.68,224067,Blue Label Turkey Noodle Soup,222.36,488.76,889.44,212.56,276.2,122.19,4,EA,gold
10007183,2018-02-21,451.04,224067,Jumbo Small Eggs,125.15,550.16,1001.2,112.4,437.76,68.77,8,EA,gold
10007183,2018-02-21,466.44,224067,Best Choice Fudge Cookies,1035.4,568.96,1035.4,345.58,223.38,568.96,1,EA,gold
10007183,2018-02-21,501.52,224067,Monarch Ravioli,556.63,611.74,1113.26,332.59,279.15,305.87,2,EA,gold
10007183,2018-02-21,519.46,224067,Red Spade Beef Bologna,115.31,633.64,1153.1,193.85,439.79,63.364,10,EA,gold
10007183,2018-02-21,543.07,224067,BBB Best Extra Chunky Peanut Butter,1205.49,662.42,1205.49,309.23,353.19,662.42,1,EA,gold
10007183,2018-02-21,594.62,224067,Fast Low Fat Cookies,219.99,725.32,1319.94,208.91,516.41,120.8866667,6,EA,gold
10007183,2018-02-21,730.95,224067,Tell Tale Beets,1622.55,891.6,1622.55,563.65,327.95,891.6,1,EA,gold
10007183,2018-02-21,1195.66,224067,Even Better Chocolate Milk,1327.05,1458.44,2654.1,941.54,516.9,729.22,2,EA,gold
10007183,2018-02-21,4595.41,224067,Discover Manicotti,1275.1,5605.39,10200.8,2761.6,2843.79,700.67375,8,EA,gold
10007183,2018-02-21,6529.0112,224067,Bravo Large Canned Shrimp,905.8107,7963.96,14492.9712,4368.82,3595.14,497.7475,16,EA,gold
